"","fullVisitorId","visitNumber","totals.bounces","totals.hits","totals.newVisits","totals.pageviews"
"2040",4.67e+18,71,25,146,29,129
"2041",4.68e+18,71,19,183,25,153
"2042",4.69e+18,107,18,145,26,115
"2043",4.7e+18,49,20,80,29,78
"2044",4.71e+18,133,23,199,34,172
"2045",4.72e+18,60,18,190,31,150
"2046",4.73e+18,108,17,212,31,180
"2047",4.74e+18,56,14,110,21,93
"2048",4.75e+18,65,20,140,28,107
"2049",4.76e+18,52,16,119,30,101
"2050",4.77e+18,90,21,134,30,116
"2051",4.78e+18,49,23,81,31,77
"2052",4.79e+18,56,22,99,29,88
"2053",4.8e+18,97,20,283,28,232
"2054",4.81e+18,61,22,83,23,72
"2055",4.82e+18,54,23,103,32,90
"2056",4.83e+18,66,21,168,34,139
"2057",4.84e+18,59,19,316,36,246
"2058",4.85e+18,81,20,182,31,157
"2059",4.86e+18,70,30,153,37,115
"2060",4.87e+18,68,30,149,41,144
"2061",4.88e+18,49,19,151,31,119
"2062",4.89e+18,95,24,180,38,153
"2063",4.9e+18,55,21,92,22,80
"2064",4.91e+18,73,27,291,37,204
"2065",4.92e+18,86,22,250,31,198
"2066",4.93e+18,65,27,156,41,143
"2067",4.94e+18,42,19,197,30,160
"2068",4.95e+18,75,24,219,28,189
"2069",4.96e+18,87,15,253,30,193
"2070",4.97e+18,83,23,110,30,94
"2071",4.98e+18,42,20,102,33,94
"2072",4.99e+18,51,19,138,30,118
"2073",5e+18,50,20,206,29,154
"2074",5.01e+18,66,21,84,23,77
"2075",5.02e+18,120,24,152,26,121
"2076",5.03e+18,60,27,107,34,91
"2077",5.04e+18,140,15,171,25,134
"2078",5.05e+18,56,24,130,38,109
"2079",5.06e+18,94,20,269,42,224
"2080",5.07e+18,59,29,148,42,123
"2081",5.08e+18,85,16,165,30,146
"2082",5.09e+18,81,24,200,29,176
"2083",5.1e+18,117,22,177,28,136
"2084",5.11e+18,70,25,388,40,298
"2085",5.12e+18,81,34,109,36,97
"2086",5.13e+18,131,32,288,44,229
"2087",5.14e+18,69,25,187,41,164
"2088",5.15e+18,106,22,178,32,164
"2089",5.16e+18,80,22,194,36,165
"2090",5.17e+18,49,22,147,38,129
"2091",5.18e+18,176,19,411,37,320
"2092",5.19e+18,75,26,190,37,166
"2093",5.2e+18,188,25,193,21,161
"2094",5.21e+18,1060,32,252,43,197
"2095",5.22e+18,82,28,349,49,273
"2096",5.23e+18,65,13,132,29,123
"2097",5.24e+18,82,24,200,23,173
"2098",5.25e+18,116,21,143,31,119
"2099",5.26e+18,50,19,120,25,100
"2100",5.27e+18,65,24,171,38,142
"2101",5.28e+18,344,18,168,27,133
"2102",5.29e+18,52,20,227,37,198
"2103",5.3e+18,166,30,108,32,97
"2104",5.31e+18,48,23,128,30,116
"2105",5.32e+18,89,30,133,34,119
"2106",5.33e+18,84,19,181,29,145
"2107",5.34e+18,206,23,173,31,157
"2108",5.35e+18,50,15,132,24,109
"2109",5.36e+18,99,24,239,37,178
"2110",5.37e+18,62,13,139,25,115
"2111",5.38e+18,44,17,157,27,130
"2112",5.39e+18,195,28,261,34,224
"2113",5.4e+18,114,21,108,31,98
"2114",5.41e+18,44,20,72,25,68
"2115",5.42e+18,86,23,151,36,131
"2116",5.43e+18,58,15,141,28,107
"2117",5.44e+18,74,22,128,29,117
"2118",5.45e+18,77,21,127,32,110
"2119",5.46e+18,84,21,232,36,203
"2120",5.47e+18,316,21,97,27,90
"2121",5.48e+18,66,21,198,23,161
"2122",5.49e+18,69,20,253,26,203
"2123",5.5e+18,77,28,121,38,110
"2124",5.51e+18,141,20,192,31,168
"2125",5.52e+18,100,30,177,33,148
"2126",5.53e+18,68,18,302,36,233
"2127",5.54e+18,138,20,174,28,148
"2128",5.55e+18,157,22,292,33,231
"2129",5.56e+18,65,25,207,39,175
"2130",5.57e+18,39,20,81,23,68
"2131",5.58e+18,60,20,213,35,171
"2132",5.59e+18,48,18,135,33,119
"2133",5.6e+18,77,22,91,29,83
"2134",5.61e+18,124,19,257,29,224
"2135",5.62e+18,49,16,245,29,175
"2136",5.63e+18,60,23,144,33,128
"2137",5.64e+18,59,26,130,30,115
"2138",5.65e+18,84,27,131,38,122
"2139",5.66e+18,104,24,195,30,146
"2140",5.67e+18,59,18,126,28,109
"2141",5.68e+18,73,21,186,29,151
"2142",5.69e+18,75,20,242,30,183
"2143",5.7e+18,138,23,169,31,144
"2144",5.71e+18,93,27,255,43,219
"2145",5.72e+18,63,14,185,29,163
"2146",5.73e+18,74,20,145,26,113
"2147",5.74e+18,47,16,190,31,146
"2148",5.75e+18,63,24,271,46,210
"2149",5.76e+18,89,13,77,19,73
"2150",5.77e+18,121,28,273,34,232
"2151",5.78e+18,53,25,139,32,113
"2152",5.79e+18,650,32,284,38,214
"2153",5.8e+18,40,17,84,26,79
"2154",5.81e+18,78,17,144,29,137
"2155",5.82e+18,252,31,220,33,180
"2156",5.83e+18,56,15,309,34,227
"2157",5.84e+18,62,24,104,28,96
"2158",5.85e+18,51,20,139,33,119
"2159",5.86e+18,64,24,349,40,280
"2160",5.87e+18,71,19,247,28,187
"2161",5.88e+18,63,14,183,27,146
"2162",5.89e+18,78,17,286,28,217
"2163",5.9e+18,71,20,198,34,157
"2164",5.91e+18,196,31,190,35,155
"2165",5.92e+18,155,15,489,23,323
"2166",5.93e+18,130,24,231,26,175
"2167",5.94e+18,48,21,212,24,170
"2168",5.95e+18,57,25,121,29,110
"2169",5.96e+18,71,27,237,32,186
"2170",5.97e+18,180,21,94,27,83
"2171",5.98e+18,74,25,221,43,196
"2172",5.99e+18,129,25,121,29,100
"2173",6e+18,121,22,216,30,176
"2174",6.01e+18,217,18,222,30,181
"2175",6.02e+18,115,24,197,32,175
"2176",6.03e+18,87,23,402,33,375
"2177",6.04e+18,105,26,352,42,271
"2178",6.05e+18,63,24,131,30,106
"2179",6.06e+18,117,21,185,31,162
"2180",6.07e+18,55,28,188,37,159
"2181",6.08e+18,79,20,141,33,124
"2182",6.09e+18,96,24,525,36,346
"2183",6.1e+18,75,24,115,35,107
"2184",6.11e+18,68,23,218,36,180
"2185",6.12e+18,79,20,220,37,194
"2186",6.13e+18,43,23,103,33,86
"2187",6.14e+18,104,27,181,42,165
"2188",6.15e+18,98,22,211,32,173
"2189",6.16e+18,57,19,347,37,260
"2190",6.17e+18,52,18,132,28,114
"2191",6.18e+18,94,19,237,41,197
"2192",6.19e+18,50,19,167,27,136
"2193",6.2e+18,85,20,129,35,117
"2194",6.21e+18,75,20,127,27,110
"2195",6.22e+18,302,19,241,31,183
"2196",6.23e+18,92,31,277,47,244
"2197",6.24e+18,167,22,146,25,116
"2198",6.25e+18,68,20,205,24,161
"2199",6.26e+18,91,22,95,29,90
"2200",6.27e+18,100,16,154,25,134
"2201",6.28e+18,33,13,120,25,98
"2202",6.29e+18,90,13,402,24,295
"2203",6.3e+18,86,25,132,26,111
"2204",6.31e+18,64,19,83,24,76
"2205",6.32e+18,65,15,152,32,129
"2206",6.33e+18,73,25,172,34,151
"2207",6.34e+18,148,19,267,34,204
"2208",6.35e+18,121,21,204,30,174
"2209",6.36e+18,54,22,134,26,103
"2210",6.37e+18,53,17,206,35,158
"2211",6.38e+18,41,17,153,27,128
"2212",6.39e+18,52,14,104,24,97
"2213",6.4e+18,129,35,234,38,198
"2214",6.41e+18,52,21,119,33,106
"2215",6.42e+18,138,25,170,32,150
"2216",6.43e+18,62,23,140,36,119
"2217",6.44e+18,31,16,104,25,87
"2218",6.45e+18,253,25,116,23,106
"2219",6.46e+18,60,27,166,41,144
"2220",6.47e+18,77,17,216,32,175
"2221",6.48e+18,55,18,93,26,88
"2222",6.49e+18,39,20,135,33,117
"2223",6.5e+18,115,28,266,36,203
"2224",6.51e+18,74,20,115,32,101
"2225",6.52e+18,34,17,61,27,59
"2226",6.53e+18,54,18,188,37,152
"2227",6.54e+18,90,22,146,33,117
"2228",6.55e+18,62,13,130,24,117
"2229",6.56e+18,85,17,235,30,186
"2230",6.57e+18,69,25,174,31,140
"2231",6.58e+18,239,26,302,35,238
"2232",6.59e+18,44,14,172,28,148
"2233",6.6e+18,113,17,293,29,233
"2234",6.61e+18,51,20,139,28,123
"2235",6.62e+18,119,25,171,36,154
"2236",6.63e+18,77,27,143,36,125
"2237",6.64e+18,87,24,175,33,153
"2238",6.65e+18,61,25,213,36,172
"2239",6.66e+18,95,29,120,38,112
"2240",6.67e+18,70,23,188,33,160
"2241",6.68e+18,68,17,91,20,71
"2242",6.69e+18,116,17,247,32,205
"2243",6.7e+18,92,18,170,26,127
"2244",6.71e+18,144,25,270,32,218
"2245",6.72e+18,154,21,177,30,162
"2246",6.73e+18,341,22,204,33,178
"2247",6.74e+18,87,18,184,24,158
"2248",6.75e+18,99,19,133,25,109
"2249",6.76e+18,48,14,159,26,126
"2250",6.77e+18,116,27,242,31,188
"2251",6.78e+18,73,17,189,22,145
"2252",6.79e+18,80,21,137,34,122
"2253",6.8e+18,108,22,77,26,75
"2254",6.81e+18,56,21,112,25,104
"2255",6.82e+18,68,23,241,35,172
"2256",6.83e+18,252,23,138,36,113
"2257",6.84e+18,79,27,214,31,171
"2258",6.85e+18,95,27,244,45,207
"2259",6.86e+18,160,23,216,29,178
"2260",6.87e+18,185,25,257,36,210
"2261",6.88e+18,67,22,298,35,230
"2262",6.89e+18,119,14,161,34,139
"2263",6.9e+18,56,18,195,28,156
"2264",6.91e+18,133,25,198,33,166
"2265",6.92e+18,71,26,255,45,204
"2266",6.93e+18,107,30,141,36,126
"2267",6.94e+18,44,16,100,23,93
"2268",6.95e+18,46,15,152,27,136
"2269",6.96e+18,79,21,254,45,206
"2270",6.97e+18,46,13,243,34,202
"2271",6.98e+18,53,20,225,32,181
"2272",6.99e+18,81,30,135,41,114
"2273",7e+18,151,26,230,31,181
"2274",7.01e+18,119,27,176,31,148
"2275",7.02e+18,60,21,173,30,148
"2276",7.03e+18,115,19,252,35,206
"2277",7.04e+18,95,22,262,34,210
"2278",7.05e+18,77,29,302,50,250
"2279",7.06e+18,92,22,171,33,143
"2280",7.07e+18,45,20,162,29,124
"2281",7.08e+18,44,19,229,35,193
"2282",7.09e+18,50,17,132,29,108
"2283",7.1e+18,88,22,140,34,126
"2284",7.11e+18,65,21,102,30,99
"2285",7.12e+18,993,22,167,30,145
"2286",7.13e+18,96,21,164,35,153
"2287",7.14e+18,64,19,150,31,127
"2288",7.15e+18,65,16,167,36,143
"2289",7.16e+18,113,17,228,34,161
"2290",7.17e+18,47,15,201,31,154
"2291",7.18e+18,105,27,127,33,112
"2292",7.19e+18,75,23,277,32,200
"2293",7.2e+18,145,32,238,36,198
"2294",7.21e+18,83,23,246,36,203
"2295",7.22e+18,63,20,171,30,152
"2296",7.23e+18,96,27,257,35,210
"2297",7.24e+18,76,25,210,31,178
"2298",7.25e+18,111,23,267,37,232
"2299",7.26e+18,65,24,120,29,106
"2300",7.27e+18,172,31,205,31,174
"2301",7.28e+18,3219,21,422,24,331
"2302",7.29e+18,168,29,229,35,193
"2303",7.3e+18,79,12,156,19,132
"2304",7.31e+18,96,18,279,28,219
"2305",7.32e+18,52,18,165,28,117
"2306",7.33e+18,70,24,284,32,219
"2307",7.34e+18,60,19,145,25,113
"2308",7.35e+18,178,25,345,27,252
"2309",7.36e+18,95,19,203,31,175
"2310",7.37e+18,111,23,254,35,218
"2311",7.38e+18,49,15,105,34,98
"2312",7.39e+18,124,26,229,33,181
"2313",7.4e+18,73,21,154,34,144
"2314",7.41e+18,97,22,347,41,273
"2315",7.42e+18,155,24,120,37,111
"2316",7.43e+18,93,17,141,28,127
"2317",7.44e+18,134,24,157,29,137
"2318",7.45e+18,979,21,132,28,119
"2319",7.46e+18,75,23,185,30,145
"2320",7.47e+18,95,21,145,32,129
"2321",7.48e+18,1544,28,201,31,177
"2322",7.49e+18,89,21,183,29,167
"2323",7.5e+18,93,22,309,37,223
"2324",7.51e+18,97,30,330,40,249
"2325",7.52e+18,116,23,175,32,153
"2326",7.53e+18,43,14,184,18,146
"2327",7.54e+18,51,15,112,28,96
"2328",7.55e+18,68,25,220,45,190
"2329",7.56e+18,85,22,266,32,219
"2330",7.57e+18,158,17,123,29,113
"2331",7.58e+18,43,17,199,25,156
"2332",7.59e+18,56,17,194,33,167
"2333",7.6e+18,71,33,203,43,162
"2334",7.61e+18,150,21,132,25,115
"2335",7.62e+18,43,13,153,32,119
"2336",7.63e+18,165,22,216,27,179
"2337",7.64e+18,68,25,144,33,134
"2338",7.65e+18,59,20,175,36,149
"2339",7.66e+18,47,20,213,30,160
"2340",7.67e+18,106,21,142,40,125
"2341",7.68e+18,52,17,164,29,137
"2342",7.69e+18,42,12,105,22,88
"2343",7.7e+18,118,29,148,34,122
"2344",7.71e+18,154,27,211,33,179
"2345",7.72e+18,39,14,191,28,147
"2346",7.73e+18,79,24,149,22,125
"2347",7.74e+18,72,25,161,34,134
"2348",7.75e+18,86,21,224,37,182
"2349",7.76e+18,69,20,111,27,99
"2350",7.77e+18,45,16,194,31,145
"2351",7.78e+18,127,24,210,35,159
"2352",7.79e+18,53,18,97,27,91
"2353",7.8e+18,94,22,180,30,159
"2354",7.81e+18,79,19,148,29,135
"2355",7.82e+18,188,30,145,34,134
"2356",7.83e+18,81,24,185,41,154
"2357",7.84e+18,44,14,207,26,178
"2358",7.85e+18,61,22,69,26,65
"2359",7.86e+18,46,20,118,30,96
"2360",7.87e+18,50,26,191,33,122
"2361",7.88e+18,69,17,323,37,261
"2362",7.89e+18,39,12,139,20,118
"2363",7.9e+18,58,19,229,26,166
"2364",7.91e+18,26,12,98,21,76
"2365",7.92e+18,140,25,215,32,170
"2366",7.93e+18,121,26,250,45,220
"2367",7.94e+18,56,16,202,28,168
"2368",7.95e+18,76,22,223,35,177
"2369",7.96e+18,87,26,131,36,119
"2370",7.97e+18,62,15,115,24,106
"2371",7.98e+18,99,20,99,30,88
"2372",7.99e+18,285,29,174,30,140
"2373",8e+18,137,18,191,23,166
"2374",8.01e+18,173,20,224,36,187
"2375",8.02e+18,91,23,316,45,245
"2376",8.03e+18,40,11,194,24,135
"2377",8.04e+18,68,25,158,33,135
"2378",8.05e+18,63,27,291,34,217
"2379",8.06e+18,58,19,178,23,144
"2380",8.07e+18,51,19,168,36,126
"2381",8.08e+18,102,24,202,35,174
"2382",8.09e+18,70,24,165,28,138
"2383",8.1e+18,60,21,286,38,224
"2384",8.11e+18,67,19,147,27,120
"2385",8.12e+18,121,23,219,29,176
"2386",8.13e+18,101,27,202,32,167
"2387",8.14e+18,50,22,142,32,114
"2388",8.15e+18,189,23,160,28,146
"2389",8.16e+18,56,15,138,29,121
"2390",8.17e+18,99,23,279,40,225
"2391",8.18e+18,99,26,154,36,129
"2392",8.19e+18,51,16,158,30,134
"2393",8.2e+18,183,15,342,31,268
"2394",8.21e+18,97,20,134,23,130
"2395",8.22e+18,62,20,227,37,173
"2396",8.23e+18,85,29,180,38,157
"2397",8.24e+18,83,19,124,22,103
"2398",8.25e+18,55,24,88,32,82
"2399",8.26e+18,57,27,203,46,173
"2400",8.27e+18,60,25,156,41,136
"2401",8.28e+18,46,20,128,31,101
"2402",8.29e+18,92,29,111,26,95
"2403",8.3e+18,111,21,243,35,195
"2404",8.31e+18,94,30,187,40,156
"2405",8.32e+18,38,15,55,20,50
"2406",8.33e+18,79,24,138,32,112
"2407",8.34e+18,66,20,150,25,125
"2408",8.35e+18,56,21,86,30,77
"2409",8.36e+18,99,28,136,40,118
"2410",8.37e+18,58,25,165,31,117
"2411",8.38e+18,49,16,245,31,198
"2412",8.39e+18,63,19,131,27,111
"2413",8.4e+18,63,25,155,36,147
"2414",8.41e+18,51,17,115,31,104
"2415",8.42e+18,36,13,86,19,71
"2416",8.43e+18,65,16,176,31,151
"2417",8.44e+18,59,24,194,33,139
"2418",8.45e+18,63,19,223,41,177
"2419",8.46e+18,91,14,224,21,186
"2420",8.47e+18,74,32,296,33,221
"2421",8.48e+18,53,20,114,33,99
"2422",8.49e+18,41,19,201,33,164
"2423",8.5e+18,171,27,133,33,122
"2424",8.51e+18,63,19,185,34,164
"2425",8.52e+18,118,24,256,40,187
"2426",8.53e+18,100,27,238,40,205
"2427",8.54e+18,139,21,264,35,177
"2428",8.55e+18,40,18,104,21,85
"2429",8.56e+18,58,19,118,26,96
"2430",8.57e+18,76,23,173,30,137
"2431",8.58e+18,151,27,241,30,199
"2432",8.59e+18,59,22,224,34,191
"2433",8.6e+18,97,26,206,42,174
"2434",8.61e+18,76,16,180,24,152
"2435",8.62e+18,84,30,143,29,118
"2436",8.63e+18,94,21,153,30,119
"2437",8.64e+18,59,26,255,31,173
"2438",8.65e+18,56,24,151,37,133
"2439",8.66e+18,87,19,169,26,154
"2440",8.67e+18,91,13,222,22,166
"2441",8.68e+18,35,17,181,28,154
"2442",8.69e+18,69,28,192,35,170
"2443",8.7e+18,99,25,145,37,130
"2444",8.71e+18,118,20,226,34,173
"2445",8.72e+18,212,35,215,39,180
"2446",8.73e+18,61,16,186,32,147
"2447",8.74e+18,84,26,125,34,115
"2448",8.75e+18,41,18,108,27,96
"2449",8.76e+18,191,23,329,35,226
"2450",8.77e+18,63,17,228,30,173
"2451",8.78e+18,49,23,128,42,111
"2452",8.79e+18,60,23,225,43,186
"2453",8.8e+18,187,29,264,30,216
"2454",8.81e+18,85,21,228,37,190
"2455",8.82e+18,98,24,303,29,210
"2456",8.83e+18,46,18,157,30,133
"2457",8.84e+18,1163,31,183,32,166
"2458",8.85e+18,92,29,242,46,205
"2459",8.86e+18,61,13,158,23,146
"2460",8.87e+18,68,22,143,25,124
"2461",8.88e+18,154,31,210,43,180
"2462",8.89e+18,64,21,218,42,179
"2463",8.9e+18,101,20,199,31,157
"2464",8.91e+18,67,28,218,45,180
"2465",8.92e+18,71,24,183,35,134
"2466",8.93e+18,204,18,206,22,164
"2467",8.94e+18,71,21,103,31,98
"2468",8.95e+18,65,16,220,32,193
"2469",8.96e+18,337,32,145,30,130
"2470",8.97e+18,73,25,205,29,159
"2471",8.98e+18,63,18,96,23,78
"2472",8.99e+18,44,18,96,31,80
"2473",9e+18,31,15,82,23,76
"2474",9.01e+18,108,27,150,37,133
"2475",9.02e+18,72,19,106,37,100
"2476",9.03e+18,51,13,152,21,133
"2477",9.04e+18,137,21,154,26,138
"2478",9.05e+18,75,21,210,34,182
"2479",9.06e+18,75,24,194,29,127
"2480",9.07e+18,63,23,158,33,143
"2481",9.08e+18,340,21,167,34,150
"2482",9.09e+18,93,16,145,29,118
"2483",9.1e+18,77,19,149,34,134
"2484",9.11e+18,66,29,209,30,171
"2485",9.12e+18,65,22,201,35,171
"2486",9.13e+18,68,24,195,39,163
"2487",9.14e+18,72,24,246,26,175
"2488",9.15e+18,46,15,217,27,203
"2489",9.16e+18,48,14,104,28,94
"2490",9.17e+18,53,25,216,41,176
"2491",9.18e+18,72,24,196,37,163
"2492",9.19e+18,78,21,198,30,162
"2493",9.2e+18,111,19,351,37,260
"2494",9.21e+18,99,20,355,34,254
"2495",9.22e+18,53,24,236,32,174
"2496",9.23e+18,43,19,95,25,90
"2497",9.24e+18,67,21,150,31,125
"2498",9.25e+18,705,25,204,29,174
"2499",9.26e+18,79,13,191,28,153
"2500",9.27e+18,33,18,148,27,123
"2501",9.28e+18,198,23,94,24,86
"2502",9.29e+18,124,35,462,35,326
"2503",9.3e+18,63,22,154,35,131
"2504",9.31e+18,90,22,150,32,134
"2505",9.32e+18,186,28,236,32,194
"2506",9.33e+18,51,14,185,29,141
"2507",9.34e+18,61,15,148,21,127
"2508",9.35e+18,66,21,239,35,198
"2509",9.36e+18,86,22,217,31,186
"2510",9.37e+18,111,25,250,33,195
"2511",9.38e+18,61,29,88,30,80
"2512",9.39e+18,66,22,146,31,120
"2513",9.4e+18,120,25,233,40,191
"2514",9.41e+18,56,21,157,32,130
"2515",9.42e+18,48,20,158,34,128
"2516",9.43e+18,49,22,183,34,147
"2517",9.44e+18,65,18,146,33,126
"2518",9.45e+18,40,19,118,29,102
"2519",9.46e+18,71,28,171,40,149
"2520",9.47e+18,78,28,239,37,201
"2521",9.48e+18,45,11,118,21,113
"2522",9.49e+18,99,23,155,33,136
"2523",9.5e+18,146,32,197,44,172
"2524",9.51e+18,84,31,222,41,179
"2525",9.52e+18,68,19,217,31,180
"2526",9.53e+18,54,14,175,31,150
"2527",9.54e+18,72,22,237,34,189
"2528",9.55e+18,73,14,278,23,216
"2529",9.56e+18,225,35,315,48,251
"2530",9.57e+18,96,23,136,28,117
"2531",9.58e+18,100,12,193,24,170
"2532",9.59e+18,106,30,228,42,168
"2533",9.6e+18,65,24,126,32,115
"2534",9.61e+18,194,26,274,29,205
"2535",9.62e+18,91,23,210,33,174
"2536",9.63e+18,100,20,232,28,199
"2537",9.64e+18,49,20,302,35,233
"2538",9.65e+18,104,19,111,26,103
"2539",9.66e+18,163,21,338,30,256
"2540",9.67e+18,131,20,225,33,181
"2541",9.68e+18,132,22,214,42,175
"2542",9.69e+18,92,16,126,24,114
"2543",9.7e+18,88,29,121,38,115
"2544",9.71e+18,69,20,258,39,216
"2545",9.72e+18,154,25,161,32,145
"2546",9.73e+18,60,29,131,28,107
"2547",9.74e+18,53,23,102,28,84
"2548",9.75e+18,50,19,184,25,134
"2549",9.76e+18,85,26,114,30,104
"2550",9.77e+18,110,27,157,35,140
"2551",9.78e+18,110,22,196,34,159
"2552",9.79e+18,56,25,83,33,77
"2553",9.8e+18,185,21,275,27,232
"2554",9.81e+18,72,26,97,36,89
"2555",9.82e+18,55,18,161,32,131
"2556",9.83e+18,60,20,135,33,119
"2557",9.84e+18,83,21,150,31,122
"2558",9.85e+18,45,14,138,18,107
"2559",9.86e+18,86,29,352,34,292
"2560",9.87e+18,81,17,219,31,178
"2561",9.88e+18,62,29,95,38,91
"2562",9.89e+18,49,19,113,31,104
"2563",9.9e+18,46,25,84,29,74
"2564",9.91e+18,119,24,118,28,105
"2565",9.92e+18,58,21,109,29,86
"2566",9.93e+18,189,23,141,29,126
"2567",9.94e+18,164,33,123,36,106
"2568",9.95e+18,41,19,121,26,101
"2569",9.96e+18,192,27,140,28,115
"2570",9.97e+18,85,23,168,33,145
"2571",9.98e+18,109,21,210,34,194
"2572",9.99e+18,49,20,106,30,94
"2573",1e+19,42,11,197,18,146
"2574",4.5e+19,1,1,1,1,1
"2575",5.07e+19,1,1,1,1,1
